datetime,customer_id,current_balance,lifetime_trip_count,avg_passenger_count,created
2021-10-12 08:00:00+00:00,20911,30.311863,11,1.5554268,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20911,13.685623,16,1.434456,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20911,18.26404,22,1.5837181,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20911,22.09394,28,1.6649951,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20911,27.314438,33,1.010719,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20911,29.353777,39,2.4155602,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20911,43.917072,45,1.661739,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20910,22.101952,15,2.628402,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20910,47.111645,19,2.9105594,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20910,27.712408,24,1.6977386,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20910,49.70787,28,2.7036593,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20910,33.167084,33,1.3313371,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20910,28.842022,37,2.1758702,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20910,37.549686,42,2.9040017,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20909,14.129921,15,1.0445759,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20909,39.582813,19,1.282945,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20909,32.568836,24,1.8431443,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20909,29.686682,28,1.6262406,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20909,25.800407,33,1.6922666,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20909,28.36466,37,2.0869942,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20909,39.443096,42,1.726472,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20908,41.021286,15,1.6263199,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20908,45.269672,20,1.1529409,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20908,35.56946,26,2.8011627,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20908,28.233965,32,1.2377484,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20908,13.018126,38,2.0428996,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20908,35.46285,44,2.626359,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20908,49.94608,50,2.2263021,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20907,47.379177,16,2.8973827,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20907,21.49299,20,1.3400068,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20907,12.879487,25,1.362452,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20907,31.481995,29,2.2644622,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20907,17.483004,34,2.128729,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20907,11.071636,38,1.0053172,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20907,12.760302,43,1.8519508,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20906,30.75445,12,1.4497212,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20906,33.76927,17,2.1606205,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20906,32.86175,22,1.0812145,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20906,40.94507,27,2.4229639,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20906,48.68233,32,2.509034,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20906,27.991123,37,2.6042209,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20906,47.72625,43,2.4691706,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20905,38.59016,20,2.620617,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20905,35.27155,24,2.0377605,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20905,36.72664,29,1.4985257,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20905,17.0307,34,2.6786594,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20905,23.72631,39,2.3130295,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20905,12.661465,44,1.0216714,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20905,21.787815,49,1.1463261,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20904,31.158533,14,1.1935469,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20904,30.164162,18,1.4812387,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20904,36.890747,23,2.6059823,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20904,20.532463,28,1.4726489,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20904,11.705491,32,2.9979396,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20904,19.494843,37,2.6160343,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20904,44.63582,42,2.2425752,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20903,15.717227,13,2.1777995,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20903,27.778997,17,1.6981592,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20903,33.49391,22,2.6819994,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20903,24.449059,27,1.3970985,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20903,28.48136,32,1.5891384,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20903,13.483552,37,2.0654945,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20903,28.846514,42,1.534235,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20902,32.30433,11,2.6246321,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20902,41.83096,15,1.2978791,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20902,13.630424,20,1.2194805,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20902,15.127019,25,2.1613932,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20902,36.017635,30,2.3334184,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20902,46.220295,35,2.8892708,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20902,39.000217,40,2.824665,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20901,34.919834,20,2.9251242,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20901,18.543602,24,2.4163728,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20901,49.843914,29,1.0609454,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20901,43.212543,34,1.257908,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20901,43.521053,39,2.488331,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20901,23.7076,44,1.5327553,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20901,27.833593,49,1.7883748,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20900,13.412138,15,1.5960103,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20900,29.046926,20,2.9363153,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20900,17.356787,26,1.0259238,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20900,48.60235,31,1.2624681,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20900,12.450465,37,2.2759721,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20900,41.398052,42,2.1365423,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20900,24.654684,48,1.9641541,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20899,10.263654,11,1.924475,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20899,25.105846,15,1.0763805,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20899,27.691525,20,2.337728,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20899,17.378254,25,1.7344587,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20899,10.4863825,30,1.5367634,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20899,35.830864,35,1.3801528,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20899,36.349583,40,1.3172424,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20898,15.629432,19,2.4387772,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20898,17.194101,24,2.994175,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20898,27.493267,29,1.8343016,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20898,17.655668,34,2.6673079,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20898,28.243095,39,2.7871819,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20898,40.218475,44,1.4903775,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20898,33.990005,49,2.8070488,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20897,11.816732,17,1.3869629,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20897,26.220861,22,1.176812,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20897,25.38115,27,2.474838,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20897,21.508036,32,2.8957555,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20897,33.40222,37,2.1279411,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20897,26.513071,42,2.0695465,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20897,19.581615,48,1.9593257,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20896,17.7637,17,1.492387,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20896,10.239958,21,1.2104961,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20896,46.154797,26,1.0974255,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20896,17.327902,31,1.7487743,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20896,23.859955,35,2.674476,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20896,35.297546,40,2.38541,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20896,47.12396,45,1.883669,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20895,20.576952,18,1.1589007,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20895,24.666317,22,2.3472595,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20895,23.00215,26,1.7599118,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20895,38.66897,30,2.7842226,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20895,21.926537,34,2.9906895,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20895,30.980928,38,2.3666523,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20895,40.31272,42,1.2904947,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20894,41.348984,15,1.4417087,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20894,28.32014,19,2.4125497,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20894,13.405152,24,1.9122453,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20894,36.8558,29,1.0285239,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20894,47.895115,33,1.9922894,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20894,46.33245,38,1.5172894,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20894,37.206524,43,2.0180812,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20893,32.901157,19,1.7918633,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20893,48.452503,23,2.316551,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20893,16.568419,27,1.2409221,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20893,35.744244,31,1.516894,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20893,28.482618,35,1.8795176,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20893,35.79536,39,2.0816586,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20893,47.962524,44,2.3490782,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20892,38.415817,15,2.5633748,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20892,18.748392,20,1.0083232,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20892,23.926964,26,2.679789,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20892,24.50448,31,2.48584,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20892,37.39015,37,1.8715174,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20892,35.023155,42,2.0262966,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20892,13.593037,48,1.9005095,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20891,12.35447,14,2.3850088,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20891,17.050636,19,1.214614,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20891,41.02007,25,1.5567715,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20891,12.58428,31,1.347678,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20891,49.477783,36,2.2055318,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20891,27.375418,42,1.7912216,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20891,42.450935,48,1.7734327,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20890,23.17703,17,1.5474349,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20890,15.715757,21,2.8027349,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20890,37.430225,26,2.0463762,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20890,37.23205,31,1.900568,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20890,36.34832,36,1.2711517,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20890,41.119495,41,2.0094998,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20890,13.0806055,46,2.1197405,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20889,44.41703,17,2.1866307,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20889,15.03194,21,2.5015748,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20889,17.222456,26,2.4681199,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20889,38.82428,30,2.893387,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20889,17.749866,35,1.1187267,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20889,12.8315935,39,2.4413133,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20889,46.125843,44,1.3803191,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20888,13.684573,17,1.3722539,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20888,23.42905,22,1.7030444,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20888,11.5033865,28,2.6348646,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20888,30.363508,33,2.736617,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20888,44.37452,39,1.4183505,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20888,35.720688,44,2.417496,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20888,16.159544,50,1.0339332,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20887,35.5811,10,2.933108,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20887,17.784498,15,2.4731772,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20887,45.32627,21,1.716344,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20887,32.78681,27,1.6845065,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20887,20.008282,32,2.8086283,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20887,16.919922,38,1.4192672,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20887,37.23029,44,1.3537785,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20886,29.0057,14,1.9374195,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20886,17.510742,18,1.6585557,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20886,32.946808,22,1.6514411,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20886,48.5361,27,1.189738,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20886,28.11563,31,1.563451,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20886,49.91227,35,1.5581552,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20886,34.387814,40,2.2949188,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20885,49.72897,14,2.8115041,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20885,42.07339,20,2.657328,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20885,15.592245,26,1.161275,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20885,44.30724,32,1.418708,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20885,27.900013,38,2.0520785,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20885,31.849203,44,2.3190544,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20885,36.224506,50,2.9406204,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20884,39.716774,11,1.2793041,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20884,22.809013,16,2.4586437,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20884,12.714284,21,2.0429564,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20884,44.421764,26,2.1103306,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20884,47.550232,31,2.5927582,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20884,42.357285,36,2.304062,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20884,38.392624,41,1.5727684,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20883,13.502626,19,1.9238743,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20883,39.283344,23,1.5553375,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20883,26.006529,27,1.4396281,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20883,12.134926,31,2.6895454,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20883,31.607725,35,1.064146,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20883,46.076385,39,2.7706113,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20883,46.816704,43,2.3552885,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20882,25.37652,18,1.1325403,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20882,38.944233,22,2.648071,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20882,37.85187,27,1.4978731,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20882,44.017002,32,1.863121,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20882,12.754644,37,1.1968465,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20882,46.424553,42,2.1831777,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20882,46.618286,47,1.0099458,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20881,29.267836,18,1.4877975,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20881,13.61148,22,1.6329839,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20881,22.486258,26,2.0128717,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20881,16.583673,30,1.4297513,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20881,44.69939,34,2.1127088,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20881,13.317081,38,2.1612406,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20881,29.83153,42,1.6094145,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20880,38.789677,14,2.530254,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20880,33.068043,20,2.7613842,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20880,13.588444,26,2.0073414,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20880,38.342083,32,2.8059428,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20880,18.203516,38,2.3979945,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20880,39.52401,44,2.975425,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20880,12.959974,50,1.3427511,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20879,32.52781,20,1.229538,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20879,30.746698,24,1.7753112,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20879,14.191724,29,2.4681916,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20879,36.618015,34,2.4177945,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20879,17.798725,39,2.1896017,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20879,17.193398,44,1.6042982,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20879,36.85023,49,2.9697855,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20878,18.631207,16,2.0788136,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20878,17.193184,21,2.1273446,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20878,44.541504,27,2.1951299,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20878,32.678616,32,2.9704468,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20878,49.723743,38,1.3051938,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20878,21.041788,43,2.2542553,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20878,15.413147,49,1.2688249,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20877,17.647861,19,1.6836923,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20877,25.799688,22,1.854985,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20877,16.20824,26,1.452147,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20877,11.142523,29,1.3454897,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20877,24.612185,33,1.5049808,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20877,16.782536,36,2.5016773,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20877,23.973528,40,2.6516898,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20876,27.519333,17,2.3656187,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20876,15.365777,21,1.7962244,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20876,26.647387,25,2.3327627,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20876,12.039493,30,2.144441,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20876,20.08566,34,2.1274433,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20876,26.863806,38,1.1809129,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20876,29.22124,43,2.1150546,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20875,27.932217,12,1.560466,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20875,45.438046,18,1.0868238,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20875,16.338778,24,2.2765558,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20875,41.550037,30,2.228761,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20875,39.891804,36,2.9225416,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20875,45.07353,42,2.5002549,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20875,47.02756,48,1.6973443,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20874,22.368933,17,2.9182374,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20874,14.994631,22,2.9754248,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20874,26.680212,27,1.2104106,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20874,15.656219,33,1.5040015,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20874,44.993984,38,2.5280719,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20874,22.461508,43,2.7040017,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20874,37.810738,49,1.9687928,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20873,23.977888,15,1.7170155,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20873,39.03903,20,1.6214215,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20873,49.14425,26,1.9229827,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20873,32.20206,32,2.5430312,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20873,29.531279,37,1.5264032,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20873,20.406664,43,1.9927617,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20873,31.885468,49,2.7504902,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20872,35.19507,14,2.0451953,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20872,41.8875,19,1.4242182,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20872,30.064466,24,1.9551637,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20872,12.691598,29,1.74147,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20872,18.99552,34,1.1680627,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20872,24.686172,39,1.5213776,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20872,11.733979,44,1.946705,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20871,13.296897,19,2.575144,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20871,13.232591,23,1.1356213,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20871,47.093994,27,1.8905623,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20871,31.432514,31,2.2136552,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20871,48.563316,35,1.8340492,2021-10-19 08:17:35.285
2021-10-17 08:00:00+00:00,20871,31.296051,39,1.1158054,2021-10-19 08:17:35.285
2021-10-18 08:00:00+00:00,20871,47.777897,43,1.6062983,2021-10-19 08:17:35.285
2021-10-12 08:00:00+00:00,20870,25.155352,12,1.613814,2021-10-19 08:17:35.285
2021-10-13 08:00:00+00:00,20870,20.422417,16,2.3692846,2021-10-19 08:17:35.285
2021-10-14 08:00:00+00:00,20870,11.196456,21,1.0332992,2021-10-19 08:17:35.285
2021-10-15 08:00:00+00:00,20870,28.022568,26,1.7520428,2021-10-19 08:17:35.285
2021-10-16 08:00:00+00:00,20870,45.964497,30,1.3295003,2021-10-19 08:17:35.285
